Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
144057,JA112471,01/11/2017 08:05:00 PM,070XX S ASHLAND AVE,2027,NARCOTICS,POSS: CRACK,GAS STATION,Y,N,734,17.0,18,1166899.0,1857936.0,41.76573639,-87.66381882,"(41.76573639, -87.66381882)",7.0
162079,JA481699,07/01/2017 03:00:00 PM,106XX S CALHOUN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,434,10.0,11,,,,,,
195039,HZ522642,11/18/2016 09:00:00 PM,023XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1432,1.0,06,1159999.0,1915886.0,41.924902059,-87.687512459,"(41.924902059, -87.687512459)",14.0
257080,JA489189,10/28/2017 09:35:00 AM,093XX S HALSTED ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2223,21.0,08B,1172618.0,1842964.0,41.724527193,-87.643296878,"(41.724527193, -87.643296878)",22.0
157245,JA297577,06/08/2017 01:00:00 AM,001XX W RANDOLPH ST,0810,THEFT,OVER $500,STREET,N,N,122,42.0,06,1174851.0,1901269.0,41.884472382,-87.633378182,"(41.884472382, -87.633378182)",1.0
46666,JA236981,04/23/2017 10:45:00 PM,058XX S WENTWORTH AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,232,20.0,06,1175964.0,1866315.0,41.788530845,-87.63034163,"(41.788530845, -87.63034163)",2.0
103038,JA371223,07/14/2017 02:00:00 AM,001XX W 69TH ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CTA TRAIN,N,N,722,6.0,14,1176469.0,1859235.0,41.769091226,-87.628702708,"(41.769091226, -87.628702708)",7.0
258964,JA493050,10/30/2017 08:15:00 AM,040XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,213,3.0,11,1177827.0,1878220.0,41.821157242,-87.623150057,"(41.821157242, -87.623150057)",2.0
89363,JA349848,07/16/2017 02:05:00 AM,019XX W HOWARD ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,Y,N,2424,49.0,18,1161853.0,1950352.0,42.019439727,-87.679733832,"(42.019439727, -87.679733832)",24.0
130436,JA402423,08/22/2017 08:55:00 PM,117XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,524,34.0,15,1173103.0,1826883.0,41.680387824,-87.641993191,"(41.680387824, -87.641993191)",5.0
222450,HZ548085,12/11/2016 03:35:00 PM,034XX W WALNUT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,1123,28.0,08B,1153453.0,1901461.0,41.885451301,-87.711949455,"(41.885451301, -87.711949455)",11.0
52044,JA243018,04/28/2017 07:30:00 AM,007XX W MONROE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,121,2.0,06,1171735.0,1899804.0,41.880521497,-87.644863603,"(41.880521497, -87.644863603)",1.0
229905,HZ555213,12/17/2016 03:30:00 PM,036XX W FILLMORE ST,0820,THEFT,$500 AND UNDER,OTHER,N,N,1133,24.0,06,1152346.0,1895131.0,41.868103022,-87.716181735,"(41.868103022, -87.716181735)",11.0
217281,JA308515,06/02/2017 10:30:00 AM,004XX W ONTARIO ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1831,42.0,05,1173178.0,1904406.0,41.893117779,-87.639428446,"(41.893117779, -87.639428446)",18.0
218339,JA309897,06/10/2017 10:00:00 AM,067XX W ARDMORE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1612,41.0,11,1130557.0,1938117.0,41.986463853,-87.795184273,"(41.986463853, -87.795184273)",16.0
183201,HZ509282,11/09/2016 07:20:00 PM,034XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,Y,N,211,4.0,06,1179474.0,1882305.0,41.832329279,-87.616983146,"(41.832329279, -87.616983146)",2.0
109097,JA374619,08/02/2017 06:40:00 PM,039XX W 64TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,823,13.0,06,1151216.0,1861868.0,41.776847034,-87.721200223,"(41.776847034, -87.721200223)",8.0
15305,JA322444,06/25/2017 08:12:00 PM,009XX W WILSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1914,46.0,14,1169208.0,1930735.0,41.965453015,-87.653241686,"(41.965453015, -87.653241686)",19.0
241348,JA425045,09/09/2017 01:00:00 PM,054XX W CONGRESS PKWY,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,1522,29.0,26,1140310.0,1897152.0,41.873877862,-87.760319244,"(41.873877862, -87.760319244)",15.0
25530,JA207987,03/31/2017 10:09:00 PM,023XX W 71ST ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,Y,N,832,17.0,18,1161831.0,1857526.0,41.76471804,-87.68240618,"(41.76471804, -87.68240618)",8.0
