Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
254803,JA491576,10/20/2017 09:00:00 AM,072XX S PEORIA ST,0890,THEFT,FROM BUILDING,VACANT LOT/LAND,N,N,733,17.0,06,1171557.0,1856902.0,41.762798204,-87.646775966,"(41.762798204, -87.646775966)",7.0
94108,JA351014,07/17/2017 12:57:00 AM,064XX S BISHOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,725,17.0,08B,1167770.0,1862139.0,41.777251313,-87.660505793,"(41.777251313, -87.660505793)",7.0
94913,JA453545,09/30/2017 11:42:00 PM,016XX W 86TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,N,N,614,18.0,04A,1166694.0,1847678.0,41.737591376,-87.664862339,"(41.737591376, -87.664862339)",6.0
235344,JA417970,09/03/2017 05:00:00 PM,049XX W CULLOM AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1624,45.0,05,1142538.0,1928132.0,41.958849184,-87.751367135,"(41.958849184, -87.751367135)",16.0
24704,JA205865,03/30/2017 09:49:00 AM,020XX N ORCHARD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",Y,N,1812,43.0,18,1171278.0,1913694.0,41.918646522,-87.64613311,"(41.918646522, -87.64613311)",18.0
81006,JA339097,07/08/2017 12:45:00 AM,045XX S CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,N,814,23.0,14,1145123.0,1874082.0,41.810481067,-87.743229946,"(41.810481067, -87.743229946)",8.0
89524,JA288730,06/01/2017 12:00:00 AM,070XX S WINCHESTER AVE,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,N,N,735,17.0,05,1164569.0,1858081.0,41.76618374,-87.672354986,"(41.76618374, -87.672354986)",7.0
157753,JA123563,01/20/2017 07:05:00 PM,003XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BANK,N,N,114,42.0,14,1177248.0,1902291.0,41.887222817,-87.624545187,"(41.887222817, -87.624545187)",1.0
85886,JA345526,07/12/2017 07:55:00 PM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,2422,49.0,06,1163126.0,1950347.0,42.019399237,-87.675049485,"(42.019399237, -87.675049485)",
260366,JA498129,10/31/2017 07:00:00 PM,023XX N KEDZIE BLVD,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1413,26.0,05,1154646.0,1915470.0,41.923869468,-87.707193016,"(41.923869468, -87.707193016)",14.0
264136,JA442051,09/22/2017 01:30:00 PM,076XX S ASHLAND AVE,0890,THEFT,FROM BUILDING,OTHER,N,N,612,17.0,06,1167004.0,1853986.0,41.754894812,-87.663546687,"(41.754894812, -87.663546687)",6.0
50733,JA451698,09/18/2017 01:00:00 AM,019XX S CARPENTER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1235,25.0,14,1169552.0,1890736.0,41.855685975,-87.653143151,"(41.855685975, -87.653143151)",12.0
93715,JA452707,09/30/2017 11:50:00 AM,004XX N HAMLIN AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,1122,27.0,08B,1150976.0,1902748.0,41.889031822,-87.721011802,"(41.889031822, -87.721011802)",11.0
105058,JA368407,07/29/2017 01:00:00 AM,004XX N STATE ST,0870,THEFT,POCKET-PICKING,STREET,N,N,1834,42.0,06,1176299.0,1903245.0,41.8898621,-87.628001352,"(41.8898621, -87.628001352)",18.0
68111,JA266610,05/16/2017 07:00:00 AM,064XX S MOZART ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,823,15.0,07,1158489.0,1861721.0,41.776298486,-87.694541415,"(41.776298486, -87.694541415)",8.0
95961,JA354824,07/19/2017 03:50:00 PM,014XX W 16TH ST,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,N,1233,25.0,08A,1167051.0,1892169.0,41.859672253,-87.662281881,"(41.859672253, -87.662281881)",12.0
