Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
87196,JA351818,07/13/2017 04:00:00 PM,065XX S MOZART ST,1791,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,RESIDENCE,N,N,831,15.0,20,1158505.0,1861124.0,41.774659906,-87.694499017,"(41.774659906, -87.694499017)",8.0
217100,JA187692,03/13/2017 09:59:00 AM,040XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,STREET,Y,N,1712,39.0,06,1148714.0,1931595.0,41.968234567,-87.728571616,"(41.968234567, -87.728571616)",17.0
27680,JA211002,04/03/2017 08:25:00 AM,0000X E LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"SCHOOL, PUBLIC, BUILDING",N,N,111,42.0,11,1176585.0,1901750.0,41.885753285,-87.626996239,"(41.885753285, -87.626996239)",1.0
16418,JA195841,03/22/2017 04:00:00 AM,034XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1123,28.0,08B,1153392.0,1899803.0,41.88090279,-87.712217526,"(41.88090279, -87.712217526)",11.0
149843,JA407953,08/26/2017 08:00:00 PM,0000X W 112TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,522,34.0,07,1177848.0,1830700.0,41.690756445,-87.624509324,"(41.690756445, -87.624509324)",5.0
2760,JA323324,06/20/2017 03:30:00 PM,009XX W 33RD PL,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",N,N,913,11.0,06,1170517.0,1882762.0,41.833783593,-87.649834091,"(41.833783593, -87.649834091)",9.0
124502,JA394704,08/17/2017 10:14:00 AM,074XX S SANGAMON ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,Y,N,733,17.0,18,1171259.0,1855642.0,41.759347127,-87.64790498,"(41.759347127, -87.64790498)",7.0
72070,JA275607,05/22/2017 06:00:00 PM,010XX W LILL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,1932,43.0,14,1168911.0,1917114.0,41.928082898,-87.654730188,"(41.928082898, -87.654730188)",19.0
206462,HZ535235,11/26/2016 02:00:00 PM,036XX N PACIFIC AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,N,N,1631,36.0,26,1122065.0,1923319.0,41.945998581,-87.826740294,"(41.945998581, -87.826740294)",16.0
147005,JA126580,01/23/2017 10:54:00 AM,013XX W DEVON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,Y,N,2433,40.0,03,1165886.0,1942621.0,41.998140264,-87.665114952,"(41.998140264, -87.665114952)",24.0
