Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
137779,JA139755,02/02/2017 09:19:00 PM,052XX S KEDZIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,822,14.0,26,1155932.0,1869806.0,41.798536631,-87.703698239,"(41.798536631, -87.703698239)",9.0
161610,JA475251,10/13/2017 02:59:00 AM,062XX N LINCOLN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,HOTEL/MOTEL,N,Y,1711,50.0,26,1152199.0,1941511.0,41.995376421,-87.7154944,"(41.995376421, -87.7154944)",17.0
253270,JA435295,09/17/2017 04:05:00 PM,014XX S CANAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,N,124,2.0,08B,1173362.0,1893147.0,41.862218265,-87.639087164,"(41.862218265, -87.639087164)",1.0
181794,JA159760,02/19/2017 01:00:00 AM,002XX E GARFIELD BLVD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,Y,231,3.0,26,1178671.0,1868477.0,41.794402412,-87.620350386,"(41.794402412, -87.620350386)",2.0
204421,HZ529767,11/26/2016 10:00:00 AM,065XX S WHIPPLE ST,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),N,N,831,15.0,06,1157179.0,1861035.0,41.774442603,-87.699362368,"(41.774442603, -87.699362368)",8.0
2919,JA318136,06/22/2017 02:00:00 PM,013XX N DEARBORN ST,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,RESTAURANT,N,N,1824,42.0,24,1175690.0,1909230.0,41.906298955,-87.63005767,"(41.906298955, -87.63005767)",18.0
101111,JA364782,07/25/2017 10:30:00 PM,075XX S LAFAYETTE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,623,6.0,07,1177142.0,1855093.0,41.757709956,-87.626360608,"(41.757709956, -87.626360608)",6.0
147356,JA471858,10/14/2017 12:00:00 AM,034XX W BEACH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,N,N,1422,26.0,14,1153175.0,1909426.0,41.907313551,-87.712758767,"(41.907313551, -87.712758767)",14.0
126347,JA396870,08/18/2017 06:45:00 PM,037XX W 13TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,Y,N,1011,24.0,18,1151624.0,1893785.0,41.864423657,-87.718867725,"(41.864423657, -87.718867725)",10.0
40531,JA227805,04/17/2017 08:30:00 AM,028XX W 21ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1023,12.0,08B,1157245.0,1889923.0,41.853713661,-87.698337894,"(41.853713661, -87.698337894)",10.0
242602,HZ559310,12/20/2016 11:37:00 PM,045XX W VAN BUREN ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,N,N,1131,24.0,24,1146164.0,1897638.0,41.875102253,-87.738813527,"(41.875102253, -87.738813527)",11.0
22000,JA204118,03/28/2017 07:25:00 AM,003XX N DESPLAINES ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1214,42.0,06,1171859.0,1902722.0,41.888525948,-87.644322264,"(41.888525948, -87.644322264)",12.0
183188,JA164590,02/13/2017 10:00:00 AM,066XX S WHIPPLE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,831,15.0,26,1157196.0,1860383.0,41.772653074,-87.699317669,"(41.772653074, -87.699317669)",8.0
211620,JA182648,03/10/2017 05:58:00 PM,017XX E 78TH ST,2027,NARCOTICS,POSS: CRACK,STREET,Y,N,414,8.0,18,1189081.0,1853602.0,41.753340951,-87.58265391,"(41.753340951, -87.58265391)",4.0
36507,JA223086,04/12/2017 04:15:00 PM,025XX N ST LOUIS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,TAXICAB,N,N,1413,26.0,11,1152619.0,1916623.0,41.92707377,-87.714610477,"(41.92707377, -87.714610477)",14.0
81874,HZ564753,12/25/2016 04:30:00 PM,053XX W FOSTER AVE,0460,BATTERY,SIMPLE,APARTMENT,Y,Y,1623,45.0,08B,1139874.0,1934067.0,41.975184569,-87.761015446,"(41.975184569, -87.761015446)",16.0
