Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
147101,JA104282,01/04/2017 09:45:00 AM,114XX S UNION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2233,34.0,14,1173696.0,1828978.0,41.686123758,-87.639760794,"(41.686123758, -87.639760794)",22.0
189556,HZ514454,11/14/2016 04:10:00 AM,045XX S WESTERN AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,STREET,N,N,922,12.0,05,1161124.0,1874680.0,41.811805562,-87.684523072,"(41.811805562, -87.684523072)",9.0
232781,JA477779,10/19/2017 11:40:00 AM,008XX W ADDISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1924,44.0,07,1170106.0,1924132.0,41.947314554,-87.650133511,"(41.947314554, -87.650133511)",19.0
162759,JA113833,01/12/2017 09:12:00 PM,045XX S WASHTENAW AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,Y,N,922,12.0,08B,1159131.0,1874352.0,41.810946546,-87.691842343,"(41.810946546, -87.691842343)",9.0
136691,JA104690,01/05/2017 01:30:00 AM,010XX N WESTERN AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,Y,N,1212,1.0,07,1160214.0,1907073.0,41.900714079,-87.686966495,"(41.900714079, -87.686966495)",12.0
131909,JA405235,08/24/2017 05:20:00 AM,036XX W BARRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2523,35.0,14,1151745.0,1920374.0,41.937384083,-87.717723107,"(41.937384083, -87.717723107)",25.0
135125,JA462496,10/07/2017 04:30:00 PM,052XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,ALLEY,N,N,2023,48.0,06,1167928.0,1934863.0,41.976808159,-87.657828262,"(41.976808159, -87.657828262)",20.0
31059,JA214893,04/06/2017 02:00:00 PM,031XX N MASON AVE,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,"SCHOOL, PRIVATE, BUILDING",N,Y,2514,30.0,26,1136171.0,1920264.0,41.937374854,-87.774963576,"(41.937374854, -87.774963576)",25.0
41829,JA228990,04/18/2017 12:02:00 AM,015XX N TALMAN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,Y,N,1423,26.0,04A,1158470.0,1910045.0,41.90890537,-87.693290876,"(41.90890537, -87.693290876)",14.0
64112,JA260700,05/12/2017 12:00:00 PM,077XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,624,6.0,08B,1183574.0,1853877.0,41.754225662,-87.602826201,"(41.754225662, -87.602826201)",6.0
64595,JA270759,04/14/2017 05:00:00 AM,092XX S UNION AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2223,21.0,11,,,,,,
193367,HZ521640,11/17/2016 05:00:00 PM,013XX W THORNDALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,2013,48.0,05,1166178.0,1939637.0,41.989945839,-87.664126571,"(41.989945839, -87.664126571)",20.0
247748,JA432931,09/15/2017 06:30:00 PM,087XX S BURLEY AVE,0810,THEFT,OVER $500,SIDEWALK,N,N,424,7.0,06,1199184.0,1847735.0,41.736993626,-87.545827764,"(41.736993626, -87.545827764)",4.0
