Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
100341,JA368936,07/24/2017 07:00:00 PM,039XX N KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1731,38.0,14,1148149.0,1925724.0,41.952135026,-87.730800898,"(41.952135026, -87.730800898)",17.0
216428,JA186207,03/13/2017 09:30:00 PM,093XX S GREENWOOD AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,413,8.0,26,,,,,,
177017,HZ504496,11/05/2016 08:30:00 PM,017XX W 87TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2221,21.0,07,1166055.0,1846996.0,41.735733463,-87.667222808,"(41.735733463, -87.667222808)",22.0
61158,JA257400,05/09/2017 07:44:00 PM,027XX N CLARK ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1935,43.0,06,1171583.0,1918764.0,41.932552121,-87.644862959,"(41.932552121, -87.644862959)",19.0
111679,JA457410,10/03/2017 06:00:00 PM,080XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,631,6.0,06,1182293.0,1851770.0,41.74847358,-87.607585735,"(41.74847358, -87.607585735)",6.0
98344,JA454235,10/01/2017 04:00:00 PM,016XX S BLUE ISLAND AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,1233,25.0,08B,1167484.0,1891705.0,41.858389699,-87.660705812,"(41.858389699, -87.660705812)",12.0
153313,JA110226,01/10/2017 07:53:00 AM,074XX S STATE ST,0860,THEFT,RETAIL THEFT,GAS STATION,N,N,323,6.0,06,1177575.0,1855360.0,41.758432859,-87.624765668,"(41.758432859, -87.624765668)",3.0
78366,JA281722,05/27/2017 05:45:00 PM,003XX E 18TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,132,2.0,05,1178592.0,1891628.0,41.857932377,-87.61993514,"(41.857932377, -87.61993514)",1.0
182380,JA160545,02/19/2017 07:00:00 PM,003XX N PINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1523,28.0,14,1139437.0,1901822.0,41.886708896,-87.763410671,"(41.886708896, -87.763410671)",15.0
135369,JA461807,10/07/2017 01:00:00 AM,036XX N KEDZIE AVE,0810,THEFT,OVER $500,ALLEY,N,N,1733,33.0,06,1154405.0,1924105.0,41.947569385,-87.707847059,"(41.947569385, -87.707847059)",17.0
