Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
227773,JA310873,06/17/2017 11:20:00 AM,035XX N KIMBALL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1732,35.0,06,1153099.0,1923246.0,41.945238279,-87.712670479,"(41.945238279, -87.712670479)",17.0
161949,JA118724,01/17/2017 03:30:00 AM,055XX W DRUMMOND PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2514,30.0,08B,1139031.0,1917071.0,41.928561329,-87.764530295,"(41.928561329, -87.764530295)",25.0
85983,JA344862,07/12/2017 12:26:00 PM,013XX E 75TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,411,5.0,26,1186262.0,1855532.0,41.758704087,-87.592923477,"(41.758704087, -87.592923477)",4.0
191944,HZ518167,11/16/2016 07:30:00 PM,011XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,123,2.0,08A,1177423.0,1895162.0,41.86765647,-87.624118874,"(41.86765647, -87.624118874)",1.0
131420,JA403351,08/23/2017 08:30:00 AM,005XX W OAK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1823,27.0,07,1172470.0,1907066.0,41.900432655,-87.641949919,"(41.900432655, -87.641949919)",18.0
75626,JA277486,05/24/2017 03:10:00 PM,046XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,RESIDENCE,N,N,215,3.0,08B,1179638.0,1874369.0,41.810548516,-87.616624302,"(41.810548516, -87.616624302)",2.0
84795,JA344055,07/11/2017 06:40:00 PM,073XX S BLACKSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,324,5.0,14,1187480.0,1856447.0,41.761186077,-87.588430616,"(41.761186077, -87.588430616)",3.0
203797,JA176212,03/05/2017 07:10:00 PM,064XX S WOOD ST,2027,NARCOTICS,POSS: CRACK,ALLEY,Y,N,725,15.0,18,1165444.0,1862071.0,41.777114335,-87.669034826,"(41.777114335, -87.669034826)",7.0
67700,JA265878,05/16/2017 10:45:00 AM,041XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,814,23.0,14,1145054.0,1876580.0,41.817337258,-87.743420136,"(41.817337258, -87.743420136)",8.0
18998,JA125951,12/23/2016 10:00:00 AM,023XX W LOGAN BLVD,0870,THEFT,POCKET-PICKING,CTA BUS,N,N,1432,1.0,06,,,,,,
