Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
90548,JA290024,06/02/2017 07:15:00 PM,091XX S COMMERCIAL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,Y,N,424,10.0,03,1197732.0,1844946.0,41.729376723,-87.551240176,"(41.729376723, -87.551240176)",4.0
203826,HZ529911,11/26/2016 02:15:00 PM,006XX N LA SALLE DR,0810,THEFT,OVER $500,GAS STATION,N,N,1832,42.0,06,1175029.0,1904381.0,41.893007898,-87.632631233,"(41.893007898, -87.632631233)",18.0
40563,JA331678,07/01/2017 11:00:00 PM,109XX S VERNON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,513,9.0,06,1181185.0,1832520.0,41.695674774,-87.612236647,"(41.695674774, -87.612236647)",5.0
38839,JA226741,04/15/2017 11:30:00 PM,073XX N HARLEM AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1611,41.0,05,1127389.0,1948225.0,42.014255166,-87.806607683,"(42.014255166, -87.806607683)",
156890,JA109711,01/09/2017 06:00:00 PM,004XX E 79TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Y,N,624,6.0,26,1180358.0,1852718.0,41.751119567,-87.614647172,"(41.751119567, -87.614647172)",6.0
134361,JA462537,10/07/2017 07:20:00 PM,012XX S TRIPP AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1011,24.0,08A,1148244.0,1894139.0,41.865460792,-87.731266643,"(41.865460792, -87.731266643)",10.0
170580,JA151070,02/12/2017 02:30:00 PM,105XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,2211,19.0,08B,1157514.0,1834653.0,41.702039258,-87.698847319,"(41.702039258, -87.698847319)",22.0
178162,HZ498127,11/01/2016 01:41:00 PM,035XX N CENTRAL AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),Y,N,1633,38.0,06,1138391.0,1923142.0,41.945232412,-87.766734668,"(41.945232412, -87.766734668)",16.0
150962,JA474572,10/17/2017 12:23:00 PM,017XX W 75TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,Y,N,611,17.0,15,1166235.0,1854775.0,41.757076332,-87.666342442,"(41.757076332, -87.666342442)",6.0
146271,JA470728,10/13/2017 08:30:00 PM,091XX S NORMAL AVE,0810,THEFT,OVER $500,STREET,N,N,2223,21.0,06,1174572.0,1844239.0,41.727982762,-87.636101595,"(41.727982762, -87.636101595)",22.0
161170,JA142956,02/04/2017 11:40:00 PM,063XX S INGLESIDE AVE,0810,THEFT,OVER $500,STREET,N,N,314,20.0,06,1183813.0,1863264.0,41.779978918,-87.601657723,"(41.779978918, -87.601657723)",3.0
208927,HZ535669,11/30/2016 10:00:00 PM,029XX W HOLLYWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,2011,40.0,14,1155804.0,1937728.0,41.984923554,-87.702335882,"(41.984923554, -87.702335882)",20.0
254348,JA487126,10/25/2017 01:00:00 PM,001XX N WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,111,42.0,08B,1176785.0,1901619.0,41.885389294,-87.626265771,"(41.885389294, -87.626265771)",1.0
2132,HZ565268,12/24/2016 08:30:00 PM,070XX S CREGIER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,332,5.0,07,1189418.0,1858666.0,41.767228929,-87.581256707,"(41.767228929, -87.581256707)",3.0
64182,JA170794,02/27/2017 04:00:00 PM,005XX W 31ST ST,1570,SEX OFFENSE,PUBLIC INDECENCY,ALLEY,Y,N,914,11.0,17,1173038.0,1884362.0,41.838118714,-87.640536681,"(41.838118714, -87.640536681)",9.0
68461,JA267761,05/17/2017 06:00:00 AM,016XX W WRIGHTWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1931,32.0,14,1164747.0,1917325.0,41.928751307,-87.670025302,"(41.928751307, -87.670025302)",19.0
68374,JA447945,09/26/2017 06:00:00 AM,032XX N DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1732,35.0,14,1152147.0,1921486.0,41.940427567,-87.716216261,"(41.940427567, -87.716216261)",17.0
135457,JA465603,10/07/2017 04:30:00 PM,041XX W ROSCOE ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1731,30.0,06,1147982.0,1922277.0,41.942679396,-87.73150377,"(41.942679396, -87.73150377)",17.0
145862,JA473741,10/13/2017 07:30:00 PM,062XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,N,N,311,20.0,03,1178263.0,1863570.0,41.780946398,-87.621995369,"(41.780946398, -87.621995369)",3.0
84575,JA344551,07/11/2017 12:00:00 AM,014XX W 18TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),N,N,1233,25.0,11,1167225.0,1891514.0,41.857871142,-87.661661988,"(41.857871142, -87.661661988)",12.0
45320,JA234401,04/22/2017 06:00:00 AM,032XX W DOUGLAS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1022,24.0,08B,1155042.0,1893109.0,41.862500822,-87.706338361,"(41.862500822, -87.706338361)",10.0
130516,JA402370,08/22/2017 11:12:00 PM,022XX W 63RD ST,0850,THEFT,ATTEMPT THEFT,OTHER,Y,N,825,15.0,06,1162385.0,1862818.0,41.779228501,-87.680228311,"(41.779228501, -87.680228311)",8.0
74298,JA279208,05/23/2017 09:00:00 PM,049XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,224,3.0,06,1178435.0,1872320.0,41.804953325,-87.621099018,"(41.804953325, -87.621099018)",2.0
174572,JA155134,02/15/2017 06:05:00 PM,077XX S EMERALD AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,Y,621,17.0,06,1172640.0,1853622.0,41.753773687,-87.642903084,"(41.753773687, -87.642903084)",6.0
6236,JA101331,12/16/2016 11:00:00 AM,003XX S MICHIGAN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,114,2.0,06,1177341.0,1898860.0,41.877805859,-87.624307765,"(41.877805859, -87.624307765)",1.0
197508,HZ524115,11/21/2016 03:00:00 PM,052XX W MADISON ST,0880,THEFT,PURSE-SNATCHING,COMMERCIAL / BUSINESS OFFICE,N,N,1522,28.0,06,1141512.0,1899523.0,41.880362084,-87.755847438,"(41.880362084, -87.755847438)",15.0
207566,HZ532214,11/28/2016 01:35:00 PM,0000X S WACKER DR,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,122,2.0,06,1173871.0,1900172.0,41.881484024,-87.637009521,"(41.881484024, -87.637009521)",1.0
124895,JA395113,08/17/2017 01:00:00 PM,023XX N CICERO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,N,N,2522,31.0,11,1144009.0,1915304.0,41.92362043,-87.746282063,"(41.92362043, -87.746282063)",25.0
155329,JA107511,01/07/2017 03:45:00 PM,004XX E OAKWOOD BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,214,3.0,07,1179822.0,1878784.0,41.822659419,-87.615814197,"(41.822659419, -87.615814197)",2.0
112086,JA377581,08/04/2017 02:00:00 PM,0000X E GRAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,1834,42.0,11,1176796.0,1903917.0,41.891694878,-87.626155832,"(41.891694878, -87.626155832)",18.0
19749,JA201875,03/26/2017 11:05:00 PM,045XX S WOOD ST,141B,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,STREET,N,N,924,20.0,15,1165109.0,1874586.0,41.811464125,-87.669908868,"(41.811464125, -87.669908868)",9.0
246497,JA438496,01/01/2017 12:00:00 AM,080XX S MANISTEE AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,N,N,422,7.0,20,,,,,,
11709,JA191725,03/18/2017 03:57:00 PM,006XX N WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,1834,42.0,11,1176631.0,1904280.0,41.892694698,-87.626750816,"(41.892694698, -87.626750816)",18.0
91914,JA288824,06/02/2017 12:02:00 AM,057XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,715,15.0,14,1165661.0,1866532.0,41.789351282,-87.668112785,"(41.789351282, -87.668112785)",7.0
146578,JA118331,01/15/2017 02:45:00 PM,062XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,311,20.0,06,1178644.0,1863605.0,41.781033785,-87.620597494,"(41.781033785, -87.620597494)",3.0
