Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
200947,HZ527763,11/23/2016 09:30:00 PM,029XX N KOSTNER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2523,31.0,14,1146543.0,1919087.0,41.933953354,-87.736874401,"(41.933953354, -87.736874401)",25.0
56191,JA251409,05/03/2017 08:00:00 AM,090XX S THROOP ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",N,N,2222,21.0,08B,1169246.0,1844843.0,41.729756954,-87.65559428,"(41.729756954, -87.65559428)",22.0
94127,JA351287,07/17/2017 09:20:00 AM,035XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,212,4.0,08B,1180172.0,1881335.0,41.829651528,-87.614451899,"(41.829651528, -87.614451899)",2.0
159144,JA126542,01/23/2017 03:30:00 AM,038XX W 41ST ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,821,14.0,06,1151257.0,1877036.0,41.818469474,-87.720653592,"(41.818469474, -87.720653592)",8.0
37627,JA285939,05/30/2017 11:00:00 PM,011XX S LARAMIE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,Y,N,1522,29.0,15,1141898.0,1894363.0,41.866195244,-87.754557826,"(41.866195244, -87.754557826)",15.0
54953,JA448446,09/22/2017 12:00:00 AM,014XX N ARTESIAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1423,1.0,26,1159811.0,1909571.0,41.907577113,-87.688377756,"(41.907577113, -87.688377756)",14.0
112925,JA378028,08/05/2017 08:45:00 AM,058XX S TRUMBULL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,822,14.0,08A,1154378.0,1865724.0,41.787366127,-87.709505755,"(41.787366127, -87.709505755)",8.0
118354,JA388451,08/10/2017 08:00:00 PM,023XX W DEVON AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,N,N,2412,50.0,06,1159369.0,1942426.0,41.997742229,-87.689094166,"(41.997742229, -87.689094166)",24.0
143276,JA123952,01/20/2017 06:00:00 PM,039XX W 83RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,834,18.0,14,1151674.0,1849249.0,41.742209446,-87.719851098,"(41.742209446, -87.719851098)",8.0
150290,JA133022,01/14/2017 12:01:00 AM,073XX S KINGSTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,334,7.0,07,1194249.0,1856652.0,41.761585086,-87.563615473,"(41.761585086, -87.563615473)",3.0
25794,JA327518,06/26/2017 08:00:00 AM,080XX S HONORE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,611,18.0,26,1165417.0,1851381.0,41.747780077,-87.669436269,"(41.747780077, -87.669436269)",6.0
41471,JA290562,06/03/2017 08:56:00 AM,079XX S DREXEL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,N,N,624,8.0,05,1183610.0,1852534.0,41.750539492,-87.602736067,"(41.750539492, -87.602736067)",6.0
64838,JA266483,05/13/2017 07:35:00 AM,013XX N WELLS ST,0810,THEFT,OVER $500,CONSTRUCTION SITE,N,N,1821,43.0,06,,,,,,
256664,JA439055,08/26/2017 04:00:00 PM,082XX S PULASKI RD,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER,N,N,834,18.0,10,1151169.0,1849436.0,41.742732471,-87.721696569,"(41.742732471, -87.721696569)",8.0
127864,JA399980,08/20/2017 11:40:00 AM,009XX N LEAMINGTON AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,N,N,1531,37.0,26,1141854.0,1905784.0,41.897536706,-87.754436534,"(41.897536706, -87.754436534)",15.0
182298,HZ512666,11/09/2016 06:30:00 AM,068XX N SHERIDAN RD,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,N,N,2431,49.0,07,1166984.0,1945439.0,42.005849323,-87.660994398,"(42.005849323, -87.660994398)",24.0
188396,HZ513369,11/13/2016 02:30:00 AM,041XX W HENDERSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,N,1731,31.0,14,1148024.0,1921946.0,41.941770294,-87.731357943,"(41.941770294, -87.731357943)",17.0
199905,JA172554,03/02/2017 02:02:00 PM,014XX N TRIPP AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",N,N,2534,37.0,08B,1147789.0,1909188.0,41.906765676,-87.732550205,"(41.906765676, -87.732550205)",25.0
199384,HZ525916,11/22/2016 08:49:00 PM,011XX W MORSE AVE,0460,BATTERY,SIMPLE,STREET,N,N,2431,49.0,08B,1167221.0,1946226.0,42.008003753,-87.660099686,"(42.008003753, -87.660099686)",24.0
176041,HZ503382,11/04/2016 06:00:00 PM,010XX N RUSH ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1824,42.0,06,1176369.0,1907302.0,41.900993132,-87.627621735,"(41.900993132, -87.627621735)",18.0
182252,HZ511313,11/09/2016 12:00:00 AM,042XX N AVERS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,1723,39.0,14,1149964.0,1927885.0,41.958029761,-87.724072404,"(41.958029761, -87.724072404)",17.0
148972,JA103997,01/01/2017 04:15:00 PM,020XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,N,N,1814,43.0,11,1173986.0,1913691.0,41.918578314,-87.636183854,"(41.918578314, -87.636183854)",18.0
243568,JA430305,09/11/2017 06:00:00 PM,002XX E RANDOLPH ST,0890,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,N,N,114,42.0,06,1177944.0,1901223.0,41.884276366,-87.622021816,"(41.884276366, -87.622021816)",1.0
150759,JA108565,01/08/2017 05:50:00 PM,002XX S WESTERN AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,N,Y,1225,2.0,04B,1160442.0,1898882.0,41.878232554,-87.686355881,"(41.878232554, -87.686355881)",12.0
