Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
42581,JA230581,04/19/2017 09:16:00 AM,115XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,522,34.0,14,1178310.0,1828616.0,41.685027199,-87.622880843,"(41.685027199, -87.622880843)",5.0
231880,JA413991,08/31/2017 05:30:00 PM,004XX E 18TH DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,132,2.0,14,1179869.0,1891739.0,41.858207756,-87.615244425,"(41.858207756, -87.615244425)",1.0
254778,JA458888,10/05/2017 06:40:00 AM,038XX W LAWRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),Y,N,1723,39.0,07,1149709.0,1931617.0,41.968275606,-87.724912458,"(41.968275606, -87.724912458)",17.0
178674,HZ504917,11/06/2016 12:26:00 PM,068XX S DORCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,321,5.0,08B,1186717.0,1859990.0,41.770926484,-87.591114976,"(41.770926484, -87.591114976)",3.0
149637,JA100903,01/01/2017 05:00:00 AM,054XX S LOOMIS BLVD,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,N,Y,934,16.0,04B,1167921.0,1868723.0,41.795315361,-87.659763139,"(41.795315361, -87.659763139)",9.0
2042,HZ564199,12/24/2016 08:40:00 PM,082XX S GREEN ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,613,21.0,08A,1172072.0,1850298.0,41.744664688,-87.64508204,"(41.744664688, -87.64508204)",6.0
48848,JA335597,06/26/2017 12:43:00 PM,104XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,2233,34.0,06,1173155.0,1835658.0,41.704466642,-87.64154488,"(41.704466642, -87.64154488)",22.0
217725,JA406645,08/26/2017 05:04:00 AM,003XX E 50TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,N,224,3.0,08B,1179022.0,1871935.0,41.803883483,-87.618957908,"(41.803883483, -87.618957908)",2.0
127230,JA397597,08/19/2017 10:50:00 AM,036XX W 26TH ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,Y,N,1013,22.0,08B,1152610.0,1886486.0,41.844374916,-87.715440925,"(41.844374916, -87.715440925)",10.0
127978,JA399805,08/20/2017 08:00:00 PM,062XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,311,20.0,26,1178263.0,1863570.0,41.780946398,-87.621995369,"(41.780946398, -87.621995369)",3.0
