Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
95531,JA354055,07/19/2017 02:41:00 AM,001XX N KILPATRICK AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,Y,N,1113,28.0,18,1145037.0,1900212.0,41.882186966,-87.742886444,"(41.882186966, -87.742886444)",11.0
168599,JA147719,02/09/2017 12:00:00 PM,049XX W 63RD ST,0560,ASSAULT,SIMPLE,OTHER,N,N,813,13.0,08A,1144715.0,1862380.0,41.778376563,-87.745020204,"(41.778376563, -87.745020204)",8.0
118739,JA387639,08/11/2017 11:58:00 PM,036XX W HARRISON ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,Y,N,1133,24.0,22,1152308.0,1897119.0,41.873559064,-87.716268776,"(41.873559064, -87.716268776)",11.0
200313,JA173790,03/03/2017 02:30:00 PM,014XX S ASHLAND AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1233,2.0,06,1165959.0,1893057.0,41.862132355,-87.666264958,"(41.862132355, -87.666264958)",12.0
174438,JA154238,02/15/2017 02:15:00 AM,010XX N ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1213,27.0,08B,1165533.0,1907172.0,41.90087411,-87.667426697,"(41.90087411, -87.667426697)",12.0
121397,JA377891,08/05/2017 05:17:00 AM,126XX S TORRENCE AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,433,10.0,06,1195862.0,1821766.0,41.665814864,-87.558853882,"(41.665814864, -87.558853882)",4.0
92266,JA290015,06/02/2017 07:37:00 PM,062XX N WESTERN AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,2413,50.0,08B,1159186.0,1941443.0,41.995048617,-87.689794533,"(41.995048617, -87.689794533)",24.0
129609,JA400807,08/21/2017 07:00:00 PM,023XX S LAWNDALE AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,N,N,1013,22.0,08B,1152073.0,1888231.0,41.849173995,-87.717365709,"(41.849173995, -87.717365709)",10.0
208711,HZ534890,11/29/2016 03:30:00 PM,052XX S ELLIS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,N,N,233,4.0,06,1183836.0,1870850.0,41.800795006,-87.60133661,"(41.800795006, -87.60133661)",2.0
219504,JA304136,06/12/2017 06:45:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,OTHER,N,N,112,42.0,06,1176365.0,1900516.0,41.882372087,-87.627841368,"(41.882372087, -87.627841368)",1.0
101617,JA454457,10/01/2017 07:01:00 PM,050XX S INDIANA AVE,0460,BATTERY,SIMPLE,OTHER,Y,N,224,3.0,08B,1178450.0,1871751.0,41.803391597,-87.621061298,"(41.803391597, -87.621061298)",2.0
255225,JA436312,09/17/2017 06:00:00 PM,023XX N DAMEN AVE,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,N,N,1432,32.0,06,1162639.0,1915362.0,41.923409198,-87.677826638,"(41.923409198, -87.677826638)",14.0
705,HZ562271,12/22/2016 07:00:00 AM,037XX N FRANCISCO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1733,33.0,14,1156386.0,1924717.0,41.949208852,-87.700548762,"(41.949208852, -87.700548762)",17.0
97763,JA358754,07/21/2017 11:30:00 PM,032XX S MORGAN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,913,11.0,26,1170181.0,1883060.0,41.834608663,-87.651058261,"(41.834608663, -87.651058261)",9.0
135170,JA123228,01/19/2017 04:00:00 PM,132XX S RHODES AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,N,533,9.0,20,1182055.0,1817684.0,41.654942616,-87.609507601,"(41.654942616, -87.609507601)",5.0
125602,JA397779,08/18/2017 08:00:00 PM,007XX N LAWNDALE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1112,27.0,26,1151587.0,1904646.0,41.894228142,-87.718718026,"(41.894228142, -87.718718026)",11.0
220240,JA267335,05/15/2017 04:30:00 PM,038XX N FRANCISCO AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1733,33.0,11,1156367.0,1925368.0,41.950995623,-87.700600937,"(41.950995623, -87.700600937)",17.0
112229,JA456092,10/03/2017 02:02:00 AM,087XX S COMMERCIAL AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,424,10.0,08B,1197658.0,1847668.0,41.736847954,-87.551420665,"(41.736847954, -87.551420665)",4.0
231878,JA414050,08/31/2017 11:35:00 PM,065XX S MAPLEWOOD AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,N,N,832,15.0,04B,1160498.0,1861241.0,41.774940112,-87.687189725,"(41.774940112, -87.687189725)",8.0
171477,JA152765,02/13/2017 07:00:00 PM,036XX W ARMITAGE AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,2535,26.0,06,1151926.0,1913048.0,41.917277354,-87.717251351,"(41.917277354, -87.717251351)",25.0
154435,JA140455,02/03/2017 03:06:00 PM,055XX S HERMITAGE AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,Y,N,715,15.0,26,1165623.0,1867889.0,41.793075864,-87.668213625,"(41.793075864, -87.668213625)",7.0
166108,JA105833,01/06/2017 06:00:00 AM,041XX N SPAULDING AVE,0810,THEFT,OVER $500,STREET,N,N,1724,33.0,06,1153651.0,1927243.0,41.956195339,-87.710534769,"(41.956195339, -87.710534769)",17.0
182813,HZ508615,11/09/2016 10:20:00 AM,040XX W DIVISION ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,N,N,2534,27.0,06,1149278.0,1907701.0,41.902656452,-87.727119054,"(41.902656452, -87.727119054)",11.0
