Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
212931,JA182435,03/10/2017 05:00:00 PM,064XX S RICHMOND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,823,15.0,07,1157820.0,1861872.0,41.776726463,-87.696989848,"(41.776726463, -87.696989848)",8.0
96511,JA355897,07/20/2017 12:27:00 PM,020XX W 69TH PL,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE,Y,N,735,17.0,26,1164039.0,1858566.0,41.767525807,-87.674284012,"(41.767525807, -87.674284012)",7.0
226235,JA310796,06/16/2017 11:30:00 PM,045XX N HAMLIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1723,39.0,07,1150245.0,1929747.0,41.963133735,-87.722990583,"(41.963133735, -87.722990583)",17.0
88319,JA349668,07/15/2017 10:13:00 PM,0000X W DIVISION ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Y,N,1824,42.0,24,1175419.0,1908356.0,41.903906751,-87.631079429,"(41.903906751, -87.631079429)",18.0
208039,JA178147,03/07/2017 12:00:00 PM,010XX W 95TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,NURSING HOME/RETIREMENT HOME,N,Y,2223,21.0,26,1171176.0,1841811.0,41.721394792,-87.648612493,"(41.721394792, -87.648612493)",22.0
75296,JA277478,05/24/2017 01:00:00 PM,0000X W JACKSON BLVD,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",N,N,113,2.0,06,1176349.0,1898987.0,41.878176784,-87.627946266,"(41.878176784, -87.627946266)",1.0
161586,JA109962,01/09/2017 08:31:00 PM,091XX S LAFLIN ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,Y,N,2221,21.0,26,1167939.0,1844131.0,41.72783126,-87.660402589,"(41.72783126, -87.660402589)",22.0
55665,JA249592,05/03/2017 06:45:00 PM,063XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,OTHER,N,N,1711,50.0,06,1151825.0,1941814.0,41.996215265,-87.716862144,"(41.996215265, -87.716862144)",17.0
7459,JA319067,06/23/2017 06:00:00 AM,045XX S DREXEL BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,222,4.0,14,1183085.0,1875106.0,41.81249132,-87.603958286,"(41.81249132, -87.603958286)",2.0
134228,JA103388,01/03/2017 09:19:00 PM,0000X E ROOSEVELT RD,0460,BATTERY,SIMPLE,CTA PLATFORM,N,N,123,2.0,08B,1176818.0,1895074.0,41.867428687,-87.626342565,"(41.867428687, -87.626342565)",1.0
139820,JA126262,01/23/2017 04:55:00 AM,025XX N KILPATRICK AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,N,N,2521,31.0,03,1144621.0,1916794.0,41.927697617,-87.743995691,"(41.927697617, -87.743995691)",25.0
197143,JA172031,03/01/2017 10:00:00 PM,058XX W SCHUBERT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2514,30.0,07,1137009.0,1917352.0,41.929368992,-87.771953814,"(41.929368992, -87.771953814)",25.0
220353,JA306717,06/13/2017 08:00:00 PM,092XX S CLYDE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,413,7.0,07,1191789.0,1844072.0,41.7271245,-87.573038814,"(41.7271245, -87.573038814)",4.0
181714,HZ508282,11/08/2016 11:50:00 PM,071XX S JEFFERY BLVD,0560,ASSAULT,SIMPLE,DRUG STORE,Y,N,333,5.0,08A,1190777.0,1858141.0,41.765755571,-87.576292427,"(41.765755571, -87.576292427)",3.0
138536,JA128398,01/24/2017 03:30:00 PM,071XX W GRAND AVE,0820,THEFT,$500 AND UNDER,ALLEY,N,N,2512,36.0,06,1127982.0,1915280.0,41.923840554,-87.805172955,"(41.923840554, -87.805172955)",25.0
175818,JA156255,02/16/2017 05:15:00 PM,022XX W 51ST ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,N,Y,931,16.0,04B,1162276.0,1870809.0,41.801159119,-87.68040543,"(41.801159119, -87.68040543)",9.0
260057,JA492780,10/31/2017 10:22:00 AM,073XX S OGLESBY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,N,N,334,7.0,01A,1193146.0,1856782.0,41.761968828,-87.567653754,"(41.761968828, -87.567653754)",3.0
210443,JA181380,03/09/2017 12:00:00 PM,013XX W FULTON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),N,N,1215,27.0,06,1167263.0,1901987.0,41.886609082,-87.661221497,"(41.886609082, -87.661221497)",12.0
102612,JA365012,07/26/2017 09:00:00 PM,030XX N DAVLIN CT,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,2523,31.0,14,1149677.0,1919966.0,41.936304996,-87.725334041,"(41.936304996, -87.725334041)",25.0
199854,HZ525361,11/22/2016 01:53:00 PM,016XX N PULASKI RD,0860,THEFT,RETAIL THEFT,DRUG STORE,Y,N,2535,30.0,06,1149466.0,1910591.0,41.91058325,-87.726353375,"(41.91058325, -87.726353375)",25.0
157683,JA125279,01/22/2017 04:00:00 AM,034XX N BROADWAY,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,1925,44.0,05,1171371.0,1923107.0,41.944474154,-87.645513974,"(41.944474154, -87.645513974)",19.0
134498,JA463117,10/07/2017 02:00:00 PM,001XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,N,N,111,42.0,06,1177276.0,1901405.0,41.884790951,-87.624469241,"(41.884790951, -87.624469241)",1.0
155084,JA123613,01/20/2017 09:06:00 PM,052XX W CONGRESS PKWY,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,N,N,1522,29.0,04B,1141590.0,1897182.0,41.873936641,-87.755618886,"(41.873936641, -87.755618886)",15.0
212635,HZ537325,12/02/2016 03:45:00 PM,066XX N WHIPPLE ST,0810,THEFT,OVER $500,STREET,N,Y,2412,50.0,06,1154813.0,1943867.0,42.001789233,-87.705815241,"(42.001789233, -87.705815241)",24.0
74061,JA276820,05/23/2017 11:30:00 AM,016XX W NORTH AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1433,1.0,06,1164994.0,1910715.0,41.910607809,-87.669305737,"(41.910607809, -87.669305737)",14.0
212061,HZ538854,12/02/2016 05:30:00 PM,054XX W WELLINGTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2514,31.0,05,1139728.0,1919416.0,41.934983537,-87.761911588,"(41.934983537, -87.761911588)",25.0
116016,JA456874,10/03/2017 09:41:00 AM,009XX W ADDISON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CTA GARAGE / OTHER PROPERTY,N,N,1923,44.0,11,1169188.0,1924102.0,41.947252263,-87.65350869,"(41.947252263, -87.65350869)",19.0
191111,JA409707,08/28/2017 05:12:00 PM,016XX W CONGRESS PKWY,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,N,N,1231,2.0,08B,1165475.0,1897799.0,41.875155116,-87.667906709,"(41.875155116, -87.667906709)",12.0
238254,JA437696,09/19/2017 12:00:00 PM,035XX N KIMBALL AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1732,35.0,06,1153099.0,1923246.0,41.945238279,-87.712670479,"(41.945238279, -87.712670479)",17.0
47809,JA239179,04/24/2017 04:30:00 PM,016XX N CLARK ST,0810,THEFT,OVER $500,GOVERNMENT BUILDING/PROPERTY,N,N,1814,43.0,06,1175164.0,1911183.0,41.911669895,-87.631931184,"(41.911669895, -87.631931184)",18.0
