Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
198777,HZ525558,11/21/2016 06:00:00 PM,040XX N KEYSTONE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1722,39.0,06,1148568.0,1926555.0,41.954407261,-87.729239102,"(41.954407261, -87.729239102)",17.0
14865,JA194889,03/21/2017 10:00:00 AM,057XX S MARSHFIELD AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,N,N,715,15.0,04B,1166325.0,1866554.0,41.789397529,-87.665677479,"(41.789397529, -87.665677479)",7.0
213735,JA183332,03/11/2017 05:31:00 AM,045XX N BROADWAY,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,1914,46.0,03,1168215.0,1930382.0,41.964505942,-87.656902952,"(41.964505942, -87.656902952)",19.0
243622,JA426984,09/11/2017 11:40:00 AM,003XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,914,25.0,08B,1174347.0,1889752.0,41.852880224,-87.635572683,"(41.852880224, -87.635572683)",9.0
203103,JA176406,03/05/2017 09:45:00 PM,056XX S LAKE PARK AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,N,N,235,5.0,03,1187499.0,1868005.0,41.792901733,-87.587993832,"(41.792901733, -87.587993832)",2.0
45237,JA234279,04/21/2017 11:20:00 PM,061XX W NELSON ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2511,29.0,08B,1134906.0,1919631.0,41.935660348,-87.779627767,"(41.935660348, -87.779627767)",25.0
261205,JA436909,09/18/2017 03:00:00 AM,010XX N HERMITAGE AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,N,N,1213,1.0,06,1164538.0,1907005.0,41.900436985,-87.671086128,"(41.900436985, -87.671086128)",12.0
225982,JA310150,06/16/2017 07:15:00 PM,057XX S WENTWORTH AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,232,20.0,08A,1175955.0,1866633.0,41.789403671,-87.630365095,"(41.789403671, -87.630365095)",2.0
128968,JA403071,08/21/2017 12:00:00 AM,036XX W BARRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2523,35.0,14,1151683.0,1920372.0,41.937379817,-87.717951021,"(41.937379817, -87.717951021)",25.0
248369,JA433196,09/16/2017 12:46:00 AM,055XX W GRAND AVE,0461,BATTERY,AGG PO HANDS ETC SERIOUS INJ,POLICE FACILITY/VEH PARKING LOT,N,N,2515,29.0,04B,1138788.0,1913480.0,41.918711651,-87.76551063,"(41.918711651, -87.76551063)",25.0
187941,JA163840,02/22/2017 09:25:00 PM,062XX S ASHLAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,Y,N,713,16.0,16,1166738.0,1863437.0,41.780835284,-87.664252074,"(41.780835284, -87.664252074)",7.0
123401,JA380876,08/05/2017 04:00:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42.0,06,1178694.0,1901250.0,41.884333364,-87.619266937,"(41.884333364, -87.619266937)",1.0
