Unnamed: 0,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,DISTRICT
150388,JA108733,01/08/2017 09:28:00 PM,029XX W 59TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Y,N,824,14.0,26,1157587.0,1865373.0,41.786338439,-87.697749157,"(41.786338439, -87.697749157)",8.0
75536,JA278053,05/24/2017 03:00:00 PM,081XX S WOODLAWN AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,411,8.0,06,1185623.0,1851398.0,41.747375051,-87.595395288,"(41.747375051, -87.595395288)",4.0
207985,JA178533,03/07/2017 03:15:00 PM,013XX N WALLER AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,Y,N,2531,29.0,18,1138098.0,1908370.0,41.904701722,-87.768169506,"(41.904701722, -87.768169506)",25.0
244392,JA428253,09/12/2017 11:45:00 AM,011XX N AVERS AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,Y,N,1112,27.0,18,1150507.0,1907377.0,41.901743443,-87.722613162,"(41.901743443, -87.722613162)",11.0
38271,JA225259,04/14/2017 02:45:00 PM,125XX S YALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),N,N,523,9.0,14,1176889.0,1821762.0,41.666250796,-87.628288036,"(41.666250796, -87.628288036)",5.0
152366,JA142843,02/05/2017 05:00:00 PM,021XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1223,2.0,08B,1162135.0,1900665.0,41.883090072,-87.680089738,"(41.883090072, -87.680089738)",12.0
65220,JA264121,05/13/2017 12:10:00 AM,014XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,131,2.0,08B,1177449.0,1893672.0,41.863567228,-87.624068617,"(41.863567228, -87.624068617)",1.0
219247,HZ545468,12/08/2016 07:00:00 PM,035XX N LAKE SHORE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,1925,46.0,26,1172010.0,1924422.0,41.948068465,-87.643126381,"(41.948068465, -87.643126381)",19.0
78486,JA282312,05/28/2017 06:45:00 AM,032XX W DOUGLAS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1022,24.0,08B,1155030.0,1893109.0,41.862501062,-87.706382411,"(41.862501062, -87.706382411)",10.0
73236,JA277412,05/21/2017 01:00:00 AM,053XX W HARRISON ST,0810,THEFT,OVER $500,STREET,N,N,1522,29.0,06,1140815.0,1896800.0,41.872902662,-87.758473753,"(41.872902662, -87.758473753)",15.0
172422,HZ498449,11/01/2016 07:00:00 AM,017XX W OHIO ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,1215,1.0,05,1164620.0,1904065.0,41.89236767,-87.670868321,"(41.89236767, -87.670868321)",12.0
212283,JA182866,03/10/2017 10:40:00 PM,026XX E 74TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,334,7.0,08B,1195063.0,1856608.0,41.76144432,-87.560633596,"(41.76144432, -87.560633596)",3.0
88769,JA295781,06/06/2017 10:30:00 PM,077XX S WOOD ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,Y,611,17.0,08A,1165695.0,1853298.0,41.753034708,-87.668363299,"(41.753034708, -87.668363299)",6.0
9696,JA189046,03/16/2017 12:15:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,112,42.0,06,1176391.0,1900196.0,41.881493402,-87.627755557,"(41.881493402, -87.627755557)",1.0
183076,HZ509302,11/09/2016 10:00:00 AM,077XX S ABERDEEN ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,612,17.0,05,1170328.0,1853394.0,41.753198627,-87.651382371,"(41.753198627, -87.651382371)",6.0
51021,JA242066,04/27/2017 11:00:00 PM,061XX S COTTAGE GROVE AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,Y,Y,313,20.0,04B,1182620.0,1864479.0,41.783340761,-87.605993706,"(41.783340761, -87.605993706)",3.0
118455,JA458530,10/04/2017 07:35:00 PM,029XX W HARRISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1135,2.0,14,1156930.0,1897228.0,41.873765737,-87.699296047,"(41.873765737, -87.699296047)",11.0
112054,JA377195,08/04/2017 02:45:00 PM,0000X W HUBBARD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1831,42.0,11,1176073.0,1903312.0,41.890051047,-87.628829294,"(41.890051047, -87.628829294)",18.0
78067,JA448535,09/27/2017 03:00:00 AM,017XX W ARMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1433,32.0,14,1164116.0,1913349.0,41.917854288,-87.672456615,"(41.917854288, -87.672456615)",14.0
119671,JA387784,08/12/2017 12:01:00 AM,011XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,N,N,1213,1.0,06,1166152.0,1907768.0,41.902496367,-87.665136023,"(41.902496367, -87.665136023)",12.0
121150,JA459024,10/04/2017 08:30:00 PM,001XX N FIELD BLVD,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,114,42.0,06,1179204.0,1901451.0,41.884873257,-87.617388022,"(41.884873257, -87.617388022)",1.0
195709,HZ522584,11/19/2016 10:00:00 AM,022XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1034,25.0,14,1160722.0,1888860.0,41.850725412,-87.685605427,"(41.850725412, -87.685605427)",10.0
251296,JA482400,10/22/2017 03:00:00 PM,073XX S BLACKSTONE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,324,5.0,26,1187481.0,1856408.0,41.761079033,-87.588428188,"(41.761079033, -87.588428188)",3.0
50562,JA241468,04/27/2017 02:44:00 PM,032XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,1922,44.0,06,1165085.0,1921399.0,41.939923405,-87.668667203,"(41.939923405, -87.668667203)",19.0
166453,JA148712,01/17/2017 12:00:00 PM,006XX E GRAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,N,N,1834,42.0,11,1180796.0,1904058.0,41.891990384,-87.611461502,"(41.891990384, -87.611461502)",18.0
107452,JA370932,07/31/2017 10:45:00 AM,075XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,411,5.0,08A,1188123.0,1855151.0,41.757614433,-87.586115266,"(41.757614433, -87.586115266)",4.0
201359,HZ533800,11/24/2016 11:00:00 PM,049XX W BELDEN AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,2522,31.0,06,1142907.0,1914843.0,41.922376029,-87.750342791,"(41.922376029, -87.750342791)",25.0
261625,JA437661,09/19/2017 11:46:00 AM,006XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,Y,N,1834,42.0,06,1177327.0,1904330.0,41.892816145,-87.624193198,"(41.892816145, -87.624193198)",18.0
144102,JA469561,10/13/2017 10:11:00 AM,028XX S CALIFORNIA BLVD,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1034,12.0,06,1158389.0,1885154.0,41.840603706,-87.694269235,"(41.840603706, -87.694269235)",10.0
211906,HZ537356,12/02/2016 09:30:00 AM,010XX W 13TH ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",N,N,1232,2.0,06,1169344.0,1894311.0,41.865500587,-87.65380275,"(41.865500587, -87.65380275)",12.0
128337,JA464115,10/05/2017 04:15:00 PM,005XX W 63RD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,711,20.0,06,1173583.0,1863128.0,41.779838458,-87.639166183,"(41.779838458, -87.639166183)",7.0
249216,JA434128,09/16/2017 05:41:00 PM,047XX S ASHLAND AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,N,N,931,20.0,10,1166469.0,1873314.0,41.807944696,-87.664956746,"(41.807944696, -87.664956746)",9.0
241457,JA424845,09/09/2017 01:58:00 PM,007XX W 72ND ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,732,17.0,24,1172429.0,1857127.0,41.763396489,-87.643573336,"(41.763396489, -87.643573336)",7.0
112697,JA379040,08/05/2017 11:18:00 PM,012XX N CENTRAL PARK AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,N,N,2535,26.0,04B,1152147.0,1907922.0,41.903206779,-87.71657481,"(41.903206779, -87.71657481)",14.0
